TWA\TWS;0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35;36;37;38;39;40;41;42;43;44;45;46;47;48;49;50;51;52;53;54;55;56;57;58;59;60;61;62;63;64;65;66;67;68;69;70
96;0;1.237;2.474;3.712;4.949;5.704;6.459;7.111;7.763;8.305;8.846;9.448;10.13;10.827;11.534;12.009;12.49;12.743;12.995;13.339;13.684;14.038;14.393;14.59;14.787;15.039;15.29;15.448;15.605;15.802;16.01;15.961;15.913;15.864;15.815;15.767;15.597;15.428;15.26;15.093;14.927;14.845;14.763;14.681;14.599;14.517;14.436;14.354;14.272;14.19;14.108;13.98;13.851;13.722;13.593;13.465;13.336;13.207;13.079;12.95;12.821;12.693;12.564;12.435;12.307;12.178;12.049;11.921;11.792;11.663;11.535
97;0;1.233;2.466;3.7;4.933;5.696;6.459;7.121;7.783;8.32;8.856;9.463;10.151;10.858;11.575;12.042;12.515;12.796;13.077;13.405;13.734;14.094;14.453;14.65;14.846;15.098;15.351;15.52;15.689;15.885;16.091;16.042;15.993;15.943;15.894;15.845;15.674;15.504;15.335;15.167;14.999;14.921;14.844;14.767;14.689;14.612;14.534;14.457;14.379;14.302;14.225;14.095;13.965;13.835;13.705;13.575;13.445;13.315;13.185;13.055;12.925;12.795;12.665;12.535;12.405;12.275;12.145;12.015;11.885;11.755;11.625
98;0;1.229;2.458;3.688;4.917;5.688;6.459;7.131;7.803;8.335;8.867;9.478;10.171;10.889;11.616;12.075;12.54;12.849;13.158;13.471;13.784;14.149;14.514;14.709;14.904;15.158;15.411;15.592;15.772;15.967;16.173;16.123;16.073;16.023;15.973;15.923;15.751;15.58;15.41;15.24;15.071;14.998;14.925;14.852;14.779;14.706;14.633;14.56;14.487;14.414;14.341;14.21;14.078;13.947;13.816;13.684;13.553;13.422;13.291;13.159;13.028;12.897;12.765;12.634;12.503;12.372;12.24;12.109;11.978;11.846;11.715
99;0;1.225;2.45;3.675;4.901;5.68;6.459;7.141;7.823;8.35;8.877;9.493;10.191;10.919;11.657;12.109;12.565;12.902;13.239;13.537;13.834;14.204;14.574;14.768;14.963;15.217;15.472;15.663;15.855;16.049;16.254;16.203;16.153;16.102;16.052;16.001;15.828;15.656;15.484;15.313;15.143;15.075;15.006;14.937;14.869;14.8;14.732;14.663;14.594;14.526;14.457;14.325;14.192;14.059;13.927;13.794;13.662;13.529;13.396;13.264;13.131;12.999;12.866;12.733;12.601;12.468;12.336;12.203;12.071;11.938;11.805
100;0;1.221;2.442;3.663;4.885;5.672;6.459;7.151;7.843;8.365;8.887;9.508;10.211;10.95;11.698;12.142;12.59;12.956;13.321;13.602;13.884;14.259;14.635;14.828;15.021;15.276;15.532;15.735;15.939;16.137;16.335;16.284;16.233;16.182;16.131;16.08;15.905;15.732;15.559;15.387;15.216;15.151;15.087;15.023;14.959;14.895;14.83;14.766;14.702;14.638;14.574;14.44;14.306;14.172;14.038;13.904;13.77;13.636;13.502;13.368;13.235;13.101;12.967;12.833;12.699;12.565;12.431;12.297;12.163;12.029;11.896
101;0;1.22;2.439;3.659;4.879;5.659;6.439;7.141;7.843;8.37;8.897;9.513;10.211;10.95;11.698;12.163;12.634;12.998;13.362;13.659;13.955;14.308;14.662;14.874;15.086;15.351;15.616;15.818;16.02;16.218;16.419;16.367;16.316;16.265;16.213;16.162;15.987;15.812;15.639;15.466;15.294;15.23;15.165;15.101;15.037;14.973;14.909;14.844;14.78;14.716;14.652;14.519;14.386;14.253;14.12;13.987;13.854;13.721;13.588;13.455;13.322;13.189;13.056;12.923;12.79;12.657;12.524;12.391;12.258;12.125;11.992
102;0;1.218;2.436;3.654;4.873;5.646;6.419;7.131;7.843;8.375;8.907;9.518;10.211;10.95;11.698;12.185;12.678;13.041;13.404;13.715;14.026;14.358;14.689;14.92;15.15;15.425;15.699;15.9;16.102;16.3;16.502;16.451;16.399;16.348;16.296;16.245;16.068;15.893;15.719;15.545;15.372;15.308;15.244;15.179;15.115;15.051;14.987;14.923;14.858;14.794;14.73;14.598;14.466;14.334;14.202;14.07;13.937;13.805;13.673;13.541;13.409;13.277;13.145;13.013;12.881;12.749;12.617;12.484;12.352;12.22;12.088
103;0;1.217;2.433;3.65;4.867;5.633;6.399;7.121;7.843;8.38;8.917;9.523;10.211;10.95;11.698;12.207;12.722;13.084;13.446;13.771;14.097;14.407;14.716;14.966;15.215;15.499;15.782;15.983;16.183;16.381;16.586;16.534;16.482;16.43;16.379;16.327;16.15;15.974;15.799;15.624;15.45;15.386;15.322;15.258;15.193;15.129;15.065;15.001;14.937;14.872;14.808;14.677;14.546;14.415;14.284;14.152;14.021;13.89;13.759;13.628;13.496;13.365;13.234;13.103;12.972;12.84;12.709;12.578;12.447;12.316;12.184
104;0;1.215;2.43;3.645;4.861;5.62;6.379;7.111;7.843;8.385;8.927;9.529;10.211;10.95;11.698;12.229;12.766;13.127;13.488;13.828;14.168;14.456;14.743;15.012;15.28;15.573;15.866;16.065;16.264;16.463;16.669;16.617;16.565;16.513;16.461;16.409;16.232;16.055;15.878;15.703;15.528;15.464;15.4;15.336;15.272;15.207;15.143;15.079;15.015;14.951;14.887;14.756;14.626;14.496;14.365;14.235;14.105;13.974;13.844;13.714;13.584;13.453;13.323;13.193;13.062;12.932;12.802;12.672;12.541;12.411;12.281
105;0;1.214;2.427;3.641;4.855;5.607;6.359;7.101;7.843;8.39;8.937;9.534;10.211;10.95;11.698;12.25;12.81;13.169;13.529;13.884;14.239;14.505;14.771;15.057;15.344;15.647;15.949;16.147;16.346;16.544;16.753;16.7;16.648;16.596;16.544;16.492;16.313;16.135;15.958;15.782;15.607;15.542;15.478;15.414;15.35;15.286;15.222;15.157;15.093;15.029;14.965;14.835;14.706;14.577;14.447;14.318;14.188;14.059;13.93;13.8;13.671;13.542;13.412;13.283;13.153;13.024;12.895;12.765;12.636;12.506;12.377
106;0;1.21;2.419;3.629;4.838;5.589;6.339;7.081;7.823;8.38;8.937;9.534;10.211;10.95;11.698;12.27;12.849;13.221;13.592;13.947;14.301;14.574;14.848;15.108;15.367;15.678;15.989;16.218;16.448;16.657;16.874;16.822;16.77;16.718;16.666;16.614;16.434;16.256;16.078;15.901;15.725;15.659;15.592;15.526;15.459;15.393;15.327;15.26;15.194;15.127;15.061;14.933;14.805;14.676;14.548;14.42;14.292;14.164;14.036;13.907;13.779;13.651;13.523;13.395;13.266;13.138;13.01;12.882;12.754;12.626;12.497
107;0;1.206;2.411;3.617;4.822;5.571;6.319;7.061;7.803;8.37;8.937;9.534;10.211;10.95;11.698;12.29;12.889;13.272;13.654;14.009;14.364;14.644;14.925;15.158;15.39;15.709;16.029;16.289;16.55;16.769;16.995;16.943;16.891;16.839;16.788;16.736;16.556;16.376;16.198;16.02;15.843;15.775;15.706;15.638;15.569;15.5;15.432;15.363;15.295;15.226;15.157;15.03;14.903;14.776;14.649;14.522;14.395;14.268;14.141;14.015;13.888;13.761;13.634;13.507;13.38;13.253;13.126;12.999;12.872;12.745;12.618
108;0;1.202;2.403;3.605;4.806;5.553;6.299;7.041;7.783;8.36;8.937;9.534;10.211;10.95;11.698;12.309;12.928;13.323;13.717;14.072;14.426;14.714;15.002;15.208;15.413;15.741;16.068;16.36;16.652;16.882;17.116;17.064;17.012;16.961;16.909;16.858;16.677;16.497;16.318;16.139;15.962;15.891;15.82;15.749;15.678;15.608;15.537;15.466;15.395;15.324;15.254;15.128;15.002;14.876;14.751;14.625;14.499;14.373;14.247;14.122;13.996;13.87;13.744;13.619;13.493;13.367;13.241;13.115;12.99;12.864;12.738
109;0;1.198;2.395;3.593;4.79;5.535;6.279;7.021;7.763;8.35;8.937;9.534;10.211;10.95;11.698;12.329;12.968;13.374;13.78;14.134;14.489;14.784;15.079;15.258;15.436;15.772;16.108;16.431;16.755;16.995;17.237;17.185;17.134;17.083;17.031;16.98;16.798;16.618;16.438;16.258;16.08;16.007;15.934;15.861;15.788;15.715;15.642;15.569;15.496;15.423;15.35;15.225;15.101;14.976;14.852;14.727;14.602;14.478;14.353;14.229;14.104;13.98;13.855;13.73;13.606;13.481;13.357;13.232;13.108;12.983;12.858
110;0;1.194;2.387;3.581;4.774;5.516;6.259;7.001;7.743;8.34;8.937;9.534;10.211;10.95;11.698;12.349;13.008;13.425;13.842;14.197;14.552;14.854;15.157;15.308;15.459;15.803;16.147;16.502;16.857;17.107;17.358;17.306;17.255;17.204;17.153;17.102;16.92;16.738;16.557;16.378;16.198;16.123;16.048;15.973;15.898;15.822;15.747;15.672;15.597;15.521;15.446;15.323;15.199;15.076;14.953;14.829;14.706;14.583;14.459;14.336;14.213;14.089;13.966;13.842;13.719;13.596;13.472;13.349;13.226;13.102;12.979
111;0;1.188;2.376;3.564;4.752;5.495;6.239;6.971;7.703;8.31;8.917;9.514;10.193;10.93;11.678;12.338;13.008;13.435;13.863;14.218;14.572;14.883;15.194;15.365;15.536;15.849;16.162;16.52;16.878;17.158;17.439;17.364;17.315;17.267;17.219;17.171;16.991;16.812;16.633;16.456;16.279;16.203;16.128;16.052;15.977;15.902;15.826;15.751;15.675;15.6;15.524;15.402;15.281;15.159;15.037;14.915;14.793;14.671;14.549;14.427;14.305;14.183;14.061;13.939;13.817;13.695;13.573;13.451;13.329;13.207;13.085
112;0;1.183;2.365;3.548;4.73;5.474;6.219;6.941;7.663;8.28;8.897;9.495;10.175;10.911;11.657;12.328;13.008;13.446;13.884;14.239;14.593;14.912;15.232;15.423;15.613;15.895;16.177;16.538;16.899;17.209;17.52;17.421;17.375;17.33;17.285;17.24;17.062;16.885;16.709;16.534;16.359;16.283;16.208;16.132;16.056;15.981;15.905;15.83;15.754;15.678;15.603;15.482;15.362;15.241;15.12;15;14.879;14.759;14.638;14.518;14.397;14.277;14.156;14.035;13.915;13.794;13.674;13.553;13.433;13.312;13.191
113;0;1.177;2.354;3.531;4.708;5.453;6.199;6.911;7.623;8.25;8.877;9.476;10.157;10.892;11.637;12.318;13.008;13.456;13.905;14.259;14.614;14.942;15.269;15.48;15.691;15.941;16.191;16.555;16.919;17.261;17.602;17.478;17.436;17.393;17.351;17.308;17.133;16.959;16.785;16.612;16.439;16.363;16.288;16.212;16.136;16.06;15.984;15.908;15.833;15.757;15.681;15.562;15.443;15.323;15.204;15.085;14.966;14.847;14.728;14.608;14.489;14.37;14.251;14.132;14.013;13.894;13.774;13.655;13.536;13.417;13.298
114;0;1.177;2.354;3.531;4.708;5.432;6.178;6.881;7.583;8.22;8.856;9.457;10.139;10.872;11.616;12.307;13.008;13.467;13.926;14.28;14.635;14.971;15.307;15.537;15.768;15.987;16.206;16.573;16.94;17.312;17.683;17.535;17.496;17.456;17.417;17.377;17.205;17.032;16.861;16.69;16.519;16.443;16.367;16.291;16.215;16.139;16.063;15.987;15.911;15.835;15.759;15.641;15.524;15.406;15.288;15.17;15.053;14.935;14.817;14.699;14.582;14.464;14.346;14.228;14.111;13.993;13.875;13.757;13.64;13.522;13.404
115;0;1.179;2.357;3.536;4.714;5.451;6.189;6.85;7.543;8.189;8.836;9.438;10.12;10.853;11.596;12.297;13.008;13.477;13.947;14.301;14.656;15;15.344;15.595;15.845;16.033;16.221;16.591;16.961;17.363;17.764;17.592;17.556;17.519;17.483;17.446;17.276;17.106;16.937;16.768;16.6;16.523;16.447;16.371;16.295;16.219;16.142;16.066;15.99;15.914;15.837;15.721;15.605;15.488;15.372;15.256;15.139;15.023;14.907;14.79;14.674;14.558;14.441;14.325;14.208;14.092;13.976;13.859;13.743;13.627;13.51
116;0;1.169;2.339;3.508;4.678;5.426;6.174;6.818;7.502;8.149;8.796;9.387;10.058;10.801;11.555;12.267;12.989;13.457;13.926;14.292;14.658;14.993;15.328;15.602;15.876;16.083;16.289;16.614;16.938;17.383;17.827;17.582;17.548;17.514;17.479;17.445;17.277;17.109;16.942;16.776;16.61;16.538;16.467;16.395;16.324;16.253;16.181;16.11;16.038;15.967;15.896;15.78;15.664;15.549;15.433;15.318;15.202;15.087;14.971;14.856;14.74;14.625;14.509;14.393;14.278;14.162;14.047;13.931;13.816;13.7;13.585
117;0;1.16;2.321;3.481;4.642;5.401;6.16;6.8;7.462;8.109;8.756;9.336;9.995;10.749;11.513;12.237;12.97;13.437;13.905;14.282;14.66;14.985;15.311;15.609;15.908;16.133;16.358;16.637;16.915;17.402;17.89;17.606;17.54;17.508;17.476;17.444;17.278;17.113;16.948;16.784;16.62;16.553;16.487;16.42;16.353;16.287;16.22;16.154;16.087;16.02;15.954;15.839;15.724;15.609;15.495;15.38;15.265;15.151;15.036;14.921;14.806;14.692;14.577;14.462;14.347;14.233;14.118;14.003;13.888;13.774;13.659
118;0;1.151;2.303;3.454;4.606;5.376;6.146;6.79;7.434;8.069;8.716;9.285;9.932;10.697;11.472;12.207;12.951;13.418;13.884;14.273;14.662;14.978;15.294;15.617;15.939;16.183;16.427;16.66;16.892;17.422;17.952;17.692;17.554;17.502;17.473;17.443;17.279;17.116;16.954;16.791;16.63;16.568;16.506;16.444;16.383;16.321;16.259;16.197;16.135;16.074;16.012;15.898;15.784;15.67;15.556;15.442;15.328;15.214;15.1;14.986;14.872;14.759;14.645;14.531;14.417;14.303;14.189;14.075;13.961;13.847;13.733
119;0;1.142;2.285;3.427;4.57;5.351;6.132;6.78;7.428;8.04;8.676;9.234;9.87;10.645;11.431;12.177;12.933;13.398;13.863;14.264;14.664;14.971;15.278;15.624;15.97;16.233;16.496;16.683;16.869;17.442;18.015;17.779;17.604;17.533;17.469;17.442;17.281;17.12;16.959;16.799;16.64;16.583;16.526;16.469;16.412;16.355;16.298;16.241;16.184;16.127;16.07;15.957;15.844;15.731;15.618;15.504;15.391;15.278;15.165;15.052;14.939;14.826;14.712;14.599;14.486;14.373;14.26;14.147;14.034;13.92;13.807
120;0;1.133;2.267;3.4;4.534;5.326;6.118;6.77;7.422;8.064;8.706;9.187;9.807;10.593;11.39;12.147;12.914;13.378;13.842;14.254;14.666;14.964;15.261;15.631;16.001;16.283;16.565;16.706;16.846;17.462;18.077;17.866;17.654;17.578;17.501;17.441;17.282;17.123;16.965;16.807;16.65;16.598;16.545;16.493;16.441;16.389;16.337;16.285;16.233;16.18;16.128;16.016;15.904;15.791;15.679;15.567;15.454;15.342;15.23;15.117;15.005;14.893;14.78;14.668;14.556;14.443;14.331;14.219;14.106;13.994;13.882
121;0;1.122;2.245;3.367;4.489;5.294;6.098;6.74;7.382;8.026;8.67;9.155;9.746;10.542;11.349;12.116;12.893;13.357;13.821;14.243;14.664;14.972;15.28;15.647;16.014;16.31;16.606;16.738;16.869;17.452;18.036;17.848;17.66;17.553;17.482;17.411;17.228;17.086;16.944;16.802;16.66;16.603;16.545;16.488;16.431;16.374;16.317;16.26;16.202;16.145;16.088;15.98;15.872;15.763;15.655;15.547;15.439;15.331;15.222;15.114;15.006;14.898;14.789;14.681;14.573;14.465;14.357;14.248;14.14;14.032;13.924
122;0;1.111;2.223;3.334;4.445;5.262;6.078;6.71;7.342;7.988;8.634;9.123;9.69;10.491;11.308;12.085;12.872;13.336;13.8;14.231;14.662;14.98;15.298;15.662;16.026;16.337;16.648;16.77;16.892;17.443;17.994;17.83;17.666;17.528;17.462;17.396;17.197;17.048;16.922;16.796;16.67;16.608;16.545;16.483;16.421;16.359;16.297;16.235;16.172;16.11;16.048;15.944;15.84;15.736;15.632;15.527;15.423;15.319;15.215;15.111;15.007;14.903;14.799;14.695;14.59;14.486;14.382;14.278;14.174;14.07;13.966
123;0;1.1;2.201;3.301;4.401;5.23;6.058;6.68;7.302;7.95;8.598;9.091;9.661;10.44;11.267;12.054;12.851;13.315;13.78;14.22;14.66;14.989;15.317;15.678;16.039;16.364;16.69;16.803;16.915;17.434;17.952;17.812;17.673;17.533;17.443;17.382;17.187;17.01;16.9;16.79;16.68;16.613;16.545;16.478;16.411;16.344;16.277;16.209;16.142;16.075;16.008;15.908;15.808;15.708;15.608;15.508;15.408;15.308;15.208;15.108;15.008;14.908;14.808;14.708;14.608;14.508;14.408;14.308;14.208;14.108;14.008
124;0;1.089;2.179;3.268;4.357;5.198;6.038;6.65;7.262;7.912;8.562;9.059;9.633;10.423;11.226;12.023;12.83;13.295;13.759;14.208;14.658;14.997;15.336;15.694;16.052;16.392;16.732;16.835;16.938;17.424;17.91;17.795;17.679;17.563;17.447;17.367;17.178;16.989;16.879;16.785;16.69;16.618;16.545;16.473;16.401;16.329;16.257;16.184;16.112;16.04;15.968;15.872;15.776;15.68;15.584;15.488;15.392;15.297;15.201;15.105;15.009;14.913;14.817;14.721;14.625;14.529;14.434;14.338;14.242;14.146;14.05
125;0;1.078;2.156;3.235;4.313;5.165;6.018;6.62;7.222;7.874;8.526;9.027;9.605;10.44;11.288;12.033;12.81;13.274;13.738;14.197;14.656;15.005;15.355;15.709;16.064;16.419;16.773;16.867;16.961;17.415;17.869;17.777;17.685;17.593;17.501;17.41;17.185;16.985;16.857;16.779;16.7;16.623;16.545;16.468;16.391;16.314;16.237;16.159;16.082;16.005;15.928;15.836;15.744;15.652;15.561;15.469;15.377;15.285;15.193;15.102;15.01;14.918;14.826;14.735;14.643;14.551;14.459;14.367;14.276;14.184;14.092
126;0;1.063;2.126;3.19;4.253;5.115;5.978;6.59;7.202;7.833;8.465;8.984;9.578;10.408;11.248;11.986;12.734;13.219;13.717;14.176;14.635;14.995;15.355;15.72;16.085;16.44;16.794;16.867;16.94;17.385;17.829;17.746;17.663;17.579;17.496;17.413;17.196;16.981;16.805;16.743;16.68;16.599;16.518;16.437;16.356;16.275;16.194;16.113;16.032;15.951;15.869;15.782;15.694;15.606;15.518;15.431;15.343;15.255;15.167;15.08;14.992;14.904;14.816;14.729;14.641;14.553;14.465;14.378;14.29;14.202;14.114
127;0;1.048;2.096;3.144;4.193;5.065;5.938;6.56;7.181;7.793;8.405;8.941;9.552;10.375;11.209;11.94;12.68;13.165;13.696;14.155;14.614;14.984;15.355;15.73;16.106;16.46;16.815;16.867;16.919;17.354;17.789;17.715;17.64;17.565;17.491;17.416;17.208;17.001;16.795;16.707;16.66;16.575;16.49;16.405;16.32;16.236;16.151;16.066;15.981;15.896;15.811;15.728;15.644;15.56;15.476;15.393;15.309;15.225;15.141;15.058;14.974;14.89;14.806;14.723;14.639;14.555;14.471;14.388;14.304;14.22;14.136
128;0;1.033;2.066;3.099;4.132;5.015;5.898;6.53;7.161;7.753;8.345;8.898;9.526;10.342;11.17;11.893;12.626;13.114;13.675;14.134;14.593;14.974;15.355;15.741;16.127;16.481;16.836;16.867;16.899;17.324;17.75;17.684;17.617;17.551;17.485;17.419;17.219;17.021;16.823;16.671;16.64;16.551;16.462;16.374;16.285;16.196;16.108;16.019;15.93;15.842;15.753;15.673;15.594;15.514;15.434;15.354;15.275;15.195;15.115;15.035;14.956;14.876;14.796;14.717;14.637;14.557;14.477;14.398;14.318;14.238;14.158
129;0;1.018;2.036;3.054;4.072;4.965;5.858;6.499;7.141;7.713;8.285;8.854;9.5;10.31;11.131;11.847;12.572;13.129;13.686;14.113;14.572;14.964;15.355;15.751;16.147;16.502;16.857;16.867;16.878;17.294;17.71;17.653;17.595;17.537;17.48;17.422;17.231;17.041;16.851;16.663;16.62;16.527;16.435;16.342;16.25;16.157;16.065;15.972;15.88;15.787;15.695;15.619;15.543;15.468;15.392;15.316;15.241;15.165;15.089;15.013;14.938;14.862;14.786;14.71;14.635;14.559;14.483;14.408;14.332;14.256;14.18
130;0;1.003;2.006;3.009;4.012;4.915;5.817;6.469;7.121;7.673;8.225;8.811;9.473;10.277;11.092;11.8;12.517;13.143;13.769;14.093;14.552;14.953;15.355;15.762;16.168;16.523;16.878;16.867;16.857;17.264;17.67;17.621;17.572;17.523;17.474;17.425;17.243;17.061;16.88;16.699;16.6;16.503;16.407;16.311;16.214;16.118;16.022;15.926;15.829;15.733;15.637;15.565;15.493;15.422;15.35;15.278;15.206;15.135;15.063;14.991;14.92;14.848;14.776;14.704;14.633;14.561;14.489;14.418;14.346;14.274;14.202
131;0;0.988;1.976;2.964;3.952;4.844;5.737;6.409;7.081;7.603;8.124;8.714;9.378;10.178;10.99;11.666;12.351;13.018;13.686;14.006;14.481;14.907;15.334;15.741;16.147;16.513;16.878;16.857;16.836;17.243;17.65;17.601;17.552;17.503;17.453;17.404;17.222;17.04;16.859;16.679;16.58;16.484;16.387;16.291;16.195;16.099;16.003;15.907;15.811;15.715;15.619;15.547;15.475;15.404;15.332;15.26;15.188;15.117;15.045;14.973;14.902;14.83;14.758;14.686;14.615;14.543;14.471;14.4;14.328;14.256;14.184
132;0;0.973;1.946;2.919;3.892;4.774;5.657;6.349;7.041;7.533;8.024;8.617;9.283;10.079;10.887;11.531;12.184;12.893;13.602;13.919;14.41;14.861;15.313;15.72;16.127;16.502;16.878;16.846;16.815;17.222;17.629;17.58;17.531;17.482;17.433;17.384;17.201;17.02;16.839;16.659;16.56;16.464;16.368;16.272;16.176;16.08;15.984;15.888;15.792;15.697;15.601;15.529;15.457;15.386;15.314;15.242;15.17;15.099;15.027;14.955;14.884;14.812;14.74;14.668;14.597;14.525;14.453;14.382;14.31;14.238;14.166
133;0;0.958;1.916;2.874;3.831;4.704;5.577;6.289;7.001;7.462;7.924;8.519;9.188;9.981;10.784;11.396;12.017;12.768;13.519;13.833;14.339;14.815;15.292;15.699;16.106;16.492;16.878;16.836;16.794;17.201;17.608;17.559;17.51;17.461;17.412;17.363;17.181;16.999;16.818;16.638;16.539;16.444;16.348;16.252;16.157;16.061;15.965;15.87;15.774;15.678;15.583;15.511;15.439;15.367;15.296;15.224;15.152;15.081;15.009;14.937;14.865;14.794;14.722;14.65;14.579;14.507;14.435;14.363;14.292;14.22;14.148
134;0;0.943;1.886;2.828;3.771;4.634;5.496;6.229;6.961;7.392;7.823;8.422;9.093;9.882;10.682;11.262;11.85;12.643;13.435;13.746;14.268;14.77;15.271;15.678;16.085;16.481;16.878;16.826;16.773;17.18;17.587;17.538;17.489;17.44;17.391;17.342;17.16;16.979;16.798;16.618;16.519;16.424;16.328;16.233;16.137;16.042;15.946;15.851;15.756;15.66;15.565;15.493;15.421;15.349;15.278;15.206;15.134;15.063;14.991;14.919;14.847;14.776;14.704;14.632;14.561;14.489;14.417;14.345;14.274;14.202;14.13
135;0;0.928;1.856;2.783;3.711;4.564;5.416;6.168;6.921;7.322;7.723;8.325;8.998;9.783;10.579;11.127;11.683;12.517;13.352;13.665;14.197;14.724;15.25;15.657;16.064;16.471;16.878;16.815;16.753;17.159;17.566;17.517;17.468;17.419;17.37;17.321;17.139;16.958;16.778;16.598;16.499;16.404;16.309;16.213;16.118;16.023;15.928;15.832;15.737;15.642;15.546;15.475;15.403;15.331;15.26;15.188;15.116;15.044;14.973;14.901;14.829;14.758;14.686;14.614;14.542;14.471;14.399;14.327;14.256;14.184;14.112
136;0;0.908;1.815;2.723;3.631;4.473;5.316;6.098;6.881;7.252;7.623;8.225;8.897;9.67;10.454;11.002;11.558;12.382;13.206;13.512;14.013;14.56;15.113;15.537;15.962;16.375;16.788;16.76;16.732;17.149;17.566;17.517;17.468;17.419;17.37;17.321;17.139;16.958;16.778;16.598;16.499;16.404;16.309;16.213;16.118;16.023;15.928;15.832;15.737;15.642;15.546;15.472;15.398;15.324;15.249;15.175;15.101;15.026;14.952;14.878;14.803;14.729;14.655;14.58;14.506;14.432;14.357;14.283;14.209;14.134;14.06
137;0;0.888;1.775;2.663;3.551;4.383;5.216;6.028;6.84;7.181;7.522;8.124;8.796;9.557;10.328;10.877;11.433;12.246;13.06;13.358;13.851;14.427;15.004;15.435;15.866;16.279;16.698;16.705;16.711;17.138;17.566;17.517;17.468;17.419;17.37;17.321;17.139;16.958;16.778;16.598;16.499;16.404;16.309;16.213;16.118;16.023;15.928;15.832;15.737;15.642;15.546;15.47;15.393;15.316;15.239;15.162;15.085;15.008;14.931;14.854;14.777;14.7;14.623;14.546;14.469;14.393;14.316;14.239;14.162;14.085;14.008
138;0;0.868;1.735;2.603;3.47;4.293;5.115;5.958;6.8;7.111;7.422;8.024;8.695;9.444;10.203;10.752;11.307;12.111;12.914;13.205;13.688;14.295;14.902;15.342;15.782;16.192;16.609;16.649;16.69;17.128;17.566;17.517;17.468;17.419;17.37;17.321;17.139;16.958;16.778;16.598;16.499;16.404;16.309;16.213;16.118;16.023;15.928;15.832;15.737;15.642;15.546;15.467;15.387;15.308;15.228;15.149;15.069;14.99;14.91;14.831;14.751;14.672;14.592;14.513;14.433;14.353;14.274;14.194;14.115;14.035;13.956
139;0;0.848;1.695;2.543;3.39;4.203;5.015;5.888;6.76;7.041;7.322;7.924;8.594;9.33;10.078;10.626;11.182;11.975;12.768;13.052;13.525;14.162;14.8;15.249;15.699;16.11;16.521;16.595;16.669;17.118;17.566;17.517;17.468;17.419;17.37;17.321;17.139;16.958;16.778;16.598;16.499;16.404;16.309;16.213;16.118;16.023;15.928;15.832;15.737;15.642;15.546;15.464;15.382;15.3;15.218;15.136;15.054;14.971;14.889;14.807;14.725;14.643;14.561;14.479;14.396;14.314;14.232;14.15;14.068;13.986;13.904
140;0;0.827;1.655;2.482;3.31;4.112;4.915;5.817;6.72;6.971;7.222;7.823;8.493;9.217;9.952;10.501;11.057;11.839;12.622;12.898;13.362;14.03;14.698;15.157;15.616;16.028;16.44;16.544;16.648;17.107;17.566;17.525;17.485;17.444;17.403;17.363;17.189;17.016;16.843;16.671;16.499;16.404;16.309;16.213;16.118;16.023;15.928;15.832;15.737;15.642;15.546;15.462;15.377;15.292;15.207;15.123;15.038;14.953;14.868;14.784;14.699;14.614;14.529;14.445;14.36;14.275;14.19;14.106;14.021;13.936;13.851
141;0;0.812;1.625;2.437;3.25;4.042;4.834;5.743;6.652;6.897;7.141;7.738;8.402;9.111;9.831;10.388;10.953;11.683;12.413;12.713;13.198;13.876;14.554;15.023;15.492;15.924;16.356;16.502;16.648;17.098;17.547;17.504;17.461;17.418;17.375;17.332;17.157;16.981;16.807;16.633;16.459;16.368;16.277;16.185;16.094;16.003;15.912;15.82;15.729;15.638;15.546;15.459;15.372;15.284;15.197;15.11;15.022;14.935;14.848;14.76;14.673;14.586;14.498;14.411;14.323;14.236;14.149;14.061;13.974;13.887;13.799
142;0;0.797;1.595;2.392;3.19;3.972;4.754;5.669;6.584;6.822;7.061;7.653;8.311;9.005;9.71;10.275;10.848;11.526;12.205;12.527;13.033;13.721;14.41;14.889;15.369;15.821;16.273;16.46;16.648;17.088;17.529;17.483;17.438;17.393;17.348;17.302;17.124;16.947;16.77;16.594;16.419;16.332;16.245;16.157;16.07;15.983;15.896;15.808;15.721;15.634;15.546;15.457;15.367;15.277;15.187;15.097;15.007;14.917;14.827;14.737;14.647;14.557;14.467;14.377;14.287;14.197;14.107;14.017;13.927;13.837;13.747
143;0;0.782;1.565;2.347;3.129;3.902;4.674;5.595;6.515;6.748;6.981;7.568;8.22;8.899;9.589;10.163;10.744;11.37;11.996;12.341;12.868;13.567;14.266;14.756;15.246;15.718;16.189;16.419;16.648;17.079;17.51;17.462;17.415;17.367;17.32;17.272;17.092;16.913;16.734;16.556;16.379;16.296;16.212;16.129;16.046;15.963;15.879;15.796;15.713;15.63;15.546;15.454;15.361;15.269;15.176;15.084;14.991;14.898;14.806;14.713;14.621;14.528;14.436;14.343;14.25;14.158;14.065;13.973;13.88;13.788;13.695
