TWA\TWS;0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35;36;37;38;39;40;41;42;43;44;45;46;47;48;49;50;51;52;53;54;55;56;57;58;59;60;61;62;63;64;65;66;67;68;69;70
96;0;2.076;4.152;6.088;8.024;9.294;10.564;11.32;12.076;12.653;13.23;13.676;14.235;14.863;15.499;16.203;16.917;17.496;18.075;18.644;19.212;19.615;20.017;20.419;20.821;21.101;21.382;21.565;21.749;21.894;22.049;22.39;22.73;23.071;23.411;23.752;23.422;23.095;22.77;22.447;22.126;22.09;22.054;22.018;21.982;21.946;21.91;21.873;21.837;21.801;21.765;21.536;21.308;21.079;20.85;20.622;20.393;20.164;19.936;19.707;19.478;19.267;19.055;18.843;18.632;18.42;18.208;17.997;17.785;17.574;17.362
97;0;2.066;4.132;6.068;8.004;9.255;10.505;11.271;12.036;12.643;13.25;13.696;14.255;14.893;15.54;16.264;16.999;17.588;18.177;18.756;19.335;19.739;20.143;20.544;20.946;21.205;21.463;21.637;21.812;21.956;22.11;22.443;22.775;23.108;23.44;23.773;23.439;23.107;22.778;22.451;22.126;22.09;22.054;22.018;21.982;21.946;21.91;21.873;21.837;21.801;21.765;21.536;21.308;21.079;20.85;20.622;20.393;20.164;19.936;19.707;19.478;19.267;19.055;18.843;18.632;18.42;18.208;17.997;17.785;17.574;17.362
98;0;2.056;4.112;6.048;7.984;9.216;10.447;11.222;11.996;12.633;13.27;13.716;14.276;14.924;15.581;16.326;17.08;17.68;18.28;18.869;19.458;19.863;20.268;20.669;21.071;21.308;21.545;21.709;21.874;22.017;22.17;22.495;22.82;23.144;23.469;23.794;23.455;23.119;22.786;22.455;22.126;22.09;22.054;22.018;21.982;21.946;21.91;21.873;21.837;21.801;21.765;21.536;21.308;21.079;20.85;20.622;20.393;20.164;19.936;19.707;19.478;19.267;19.055;18.843;18.632;18.42;18.208;17.997;17.785;17.574;17.362
99;0;2.046;4.092;6.028;7.964;9.176;10.389;11.172;11.956;12.623;13.29;13.736;14.296;14.955;15.622;16.387;17.161;17.772;18.382;18.982;19.581;19.987;20.393;20.795;21.196;21.411;21.626;21.781;21.937;22.079;22.231;22.548;22.864;23.181;23.498;23.814;23.472;23.132;22.794;22.459;22.126;22.09;22.054;22.018;21.982;21.946;21.91;21.873;21.837;21.801;21.765;21.536;21.308;21.079;20.85;20.622;20.393;20.164;19.936;19.707;19.478;19.267;19.055;18.843;18.632;18.42;18.208;17.997;17.785;17.574;17.362
100;0;2.036;4.072;6.008;7.944;9.137;10.331;11.123;11.916;12.613;13.31;13.756;14.316;14.985;15.663;16.448;17.243;17.863;18.484;19.094;19.705;20.111;20.518;20.92;21.321;21.514;21.707;21.853;21.999;22.145;22.291;22.6;22.909;23.218;23.527;23.835;23.488;23.144;22.802;22.463;22.126;22.09;22.054;22.018;21.982;21.946;21.91;21.873;21.837;21.801;21.765;21.536;21.308;21.079;20.85;20.622;20.393;20.164;19.936;19.707;19.478;19.267;19.055;18.843;18.632;18.42;18.208;17.997;17.785;17.574;17.362
101;0;2.016;4.032;5.958;7.884;9.097;10.311;11.123;11.936;12.613;13.29;13.756;14.336;15.005;15.683;16.479;17.284;17.905;18.526;19.146;19.767;20.152;20.537;20.929;21.321;21.525;21.728;21.895;22.062;22.217;22.375;22.675;22.976;23.276;23.577;23.877;23.554;23.234;22.915;22.599;22.285;22.248;22.212;22.175;22.139;22.102;22.066;22.029;21.993;21.956;21.92;21.689;21.458;21.227;20.997;20.766;20.535;20.305;20.074;19.843;19.613;19.401;19.189;18.977;18.765;18.553;18.342;18.13;17.918;17.706;17.494
102;0;1.996;3.992;5.908;7.823;9.057;10.291;11.123;11.956;12.613;13.27;13.756;14.357;15.026;15.704;16.51;17.326;17.947;18.568;19.199;19.83;20.193;20.556;20.939;21.321;21.535;21.749;21.937;22.125;22.289;22.458;22.75;23.043;23.335;23.627;23.919;23.62;23.323;23.028;22.735;22.443;22.406;22.369;22.332;22.295;22.259;22.222;22.185;22.148;22.111;22.074;21.841;21.609;21.376;21.143;20.911;20.678;20.445;20.212;19.98;19.747;19.535;19.323;19.111;18.899;18.687;18.475;18.263;18.051;17.839;17.627
103;0;1.976;3.952;5.858;7.763;9.017;10.271;11.123;11.976;12.613;13.25;13.756;14.377;15.046;15.724;16.541;17.368;17.989;18.609;19.251;19.892;20.233;20.574;20.948;21.321;21.546;21.77;21.979;22.187;22.361;22.542;22.826;23.109;23.393;23.677;23.96;23.686;23.413;23.141;22.871;22.602;22.564;22.527;22.49;22.452;22.415;22.378;22.34;22.303;22.266;22.228;21.994;21.759;21.524;21.29;21.055;20.82;20.586;20.351;20.116;19.881;19.669;19.457;19.245;19.033;18.82;18.608;18.396;18.184;17.971;17.759
104;0;1.956;3.912;5.807;7.703;8.977;10.251;11.123;11.996;12.613;13.23;13.756;14.397;15.067;15.745;16.572;17.41;18.03;18.651;19.303;19.955;20.274;20.593;20.957;21.321;21.556;21.791;22.02;22.25;22.433;22.625;22.901;23.176;23.451;23.727;24.002;23.752;23.502;23.254;23.006;22.76;22.722;22.685;22.647;22.609;22.572;22.534;22.496;22.458;22.421;22.383;22.146;21.91;21.673;21.436;21.199;20.963;20.726;20.489;20.253;20.016;19.803;19.591;19.379;19.166;18.954;18.741;18.529;18.316;18.104;17.892
105;0;1.936;3.872;5.757;7.643;8.937;10.231;11.123;12.016;12.613;13.21;13.756;14.417;15.087;15.766;16.603;17.451;18.072;18.693;19.355;20.017;20.315;20.612;20.967;21.321;21.567;21.812;22.062;22.312;22.505;22.709;22.976;23.243;23.51;23.777;24.044;23.818;23.592;23.367;23.142;22.919;22.88;22.842;22.804;22.766;22.728;22.69;22.652;22.614;22.576;22.537;22.299;22.06;21.821;21.583;21.344;21.105;20.866;20.628;20.389;20.15;19.938;19.725;19.512;19.3;19.087;18.874;18.662;18.449;18.237;18.024
106;0;1.916;3.831;5.718;7.605;8.918;10.231;11.133;12.036;12.603;13.169;13.736;14.417;15.096;15.784;16.643;17.514;18.145;18.776;19.428;20.08;20.356;20.633;20.977;21.321;21.567;21.812;22.082;22.352;22.576;22.811;23.086;23.362;23.637;23.912;24.188;23.969;23.75;23.532;23.314;23.097;23.059;23.02;22.982;22.943;22.905;22.866;22.827;22.789;22.75;22.712;22.471;22.23;21.989;21.748;21.507;21.266;21.025;20.785;20.544;20.303;20.088;19.873;19.658;19.443;19.229;19.014;18.799;18.584;18.369;18.154
107;0;1.896;3.791;5.679;7.567;8.899;10.231;11.143;12.056;12.593;13.129;13.716;14.417;15.105;15.803;16.684;17.577;18.218;18.86;19.501;20.143;20.398;20.654;20.988;21.321;21.567;21.812;22.102;22.392;22.647;22.913;23.197;23.481;23.764;24.048;24.332;24.12;23.908;23.697;23.486;23.276;23.237;23.198;23.159;23.12;23.081;23.042;23.003;22.964;22.925;22.886;22.643;22.4;22.157;21.914;21.671;21.428;21.185;20.941;20.698;20.455;20.238;20.021;19.804;19.587;19.37;19.153;18.936;18.719;18.502;18.285
108;0;1.876;3.751;5.64;7.529;8.88;10.231;11.153;12.076;12.583;13.089;13.696;14.417;15.115;15.821;16.724;17.639;18.291;18.943;19.574;20.205;20.44;20.675;20.998;21.321;21.567;21.812;22.121;22.431;22.718;23.015;23.307;23.6;23.892;24.184;24.476;24.271;24.066;23.862;23.658;23.454;23.415;23.376;23.336;23.297;23.258;23.218;23.179;23.14;23.1;23.061;22.816;22.57;22.325;22.08;21.834;21.589;21.344;21.098;20.853;20.608;20.388;20.169;19.95;19.731;19.511;19.292;19.073;18.854;18.634;18.415
109;0;1.856;3.711;5.601;7.49;8.861;10.231;11.163;12.096;12.573;13.049;13.676;14.417;15.124;15.84;16.764;17.702;18.364;19.027;19.647;20.268;20.482;20.696;21.008;21.321;21.567;21.812;22.141;22.471;22.789;23.118;23.418;23.718;24.019;24.319;24.62;24.422;24.225;24.027;23.83;23.633;23.593;23.553;23.514;23.474;23.434;23.394;23.355;23.315;23.275;23.235;22.988;22.74;22.493;22.245;21.998;21.75;21.503;21.255;21.008;20.76;20.539;20.317;20.096;19.874;19.653;19.431;19.21;18.988;18.767;18.545
110;0;1.841;3.681;5.562;7.452;8.841;10.231;11.173;12.116;12.563;13.009;13.656;14.417;15.133;15.858;16.805;17.764;18.437;19.11;19.72;20.33;20.523;20.716;21.019;21.321;21.567;21.812;22.161;22.511;22.86;23.22;23.529;23.837;24.146;24.455;24.764;24.573;24.383;24.192;24.002;23.811;23.771;23.731;23.691;23.651;23.611;23.571;23.53;23.49;23.45;23.41;23.16;22.911;22.661;22.411;22.161;21.912;21.662;21.412;21.162;20.913;20.689;20.465;20.242;20.018;19.794;19.571;19.347;19.123;18.9;18.676
111;0;1.833;3.667;5.542;7.432;8.821;10.211;11.143;12.076;12.543;13.009;13.646;14.397;15.133;15.879;16.815;17.764;18.427;19.089;19.699;20.31;20.523;20.737;21.06;21.382;21.648;21.914;22.264;22.615;22.974;23.333;23.628;23.953;24.278;24.603;24.928;24.737;24.545;24.353;24.161;23.97;23.929;23.889;23.849;23.808;23.768;23.728;23.687;23.647;23.607;23.566;23.315;23.063;22.811;22.559;22.307;22.055;21.803;21.551;21.299;21.047;20.823;20.599;20.375;20.151;19.928;19.704;19.48;19.256;19.032;18.808
112;0;1.826;3.653;5.522;7.412;8.801;10.19;11.113;12.036;12.522;13.009;13.636;14.377;15.133;15.899;16.825;17.764;18.416;19.068;19.678;20.289;20.523;20.758;21.1;21.442;21.729;22.016;22.368;22.719;23.087;23.456;23.731;24.069;24.411;24.752;25.093;24.9;24.707;24.514;24.321;24.128;24.088;24.047;24.007;23.966;23.926;23.885;23.845;23.804;23.763;23.723;23.469;23.215;22.96;22.706;22.452;22.198;21.944;21.69;21.436;21.181;20.957;20.733;20.509;20.285;20.061;19.837;19.613;19.389;19.165;18.941
113;0;1.819;3.639;5.506;7.392;8.781;10.17;11.083;11.996;12.502;13.009;13.626;14.357;15.133;15.92;16.836;17.764;18.406;19.047;19.658;20.268;20.523;20.779;21.141;21.503;21.811;22.118;22.471;22.823;23.201;23.579;23.875;24.185;24.543;24.901;25.258;25.064;24.87;24.675;24.481;24.287;24.246;24.205;24.164;24.124;24.083;24.042;24.002;23.961;23.92;23.879;23.623;23.367;23.11;22.854;22.598;22.341;22.085;21.828;21.572;21.316;21.091;20.867;20.643;20.419;20.194;19.97;19.746;19.522;19.297;19.073
114;0;1.812;3.625;5.511;7.398;8.761;10.15;11.053;11.956;12.482;13.009;13.616;14.336;15.133;15.94;16.846;17.764;18.395;19.027;19.637;20.247;20.523;20.8;21.182;21.563;21.892;22.221;22.574;22.928;23.315;23.702;24.019;24.336;24.675;25.049;25.423;25.227;25.032;24.836;24.641;24.445;24.404;24.363;24.322;24.281;24.241;24.2;24.159;24.118;24.077;24.036;23.777;23.519;23.26;23.002;22.743;22.484;22.226;21.967;21.709;21.45;21.226;21.001;20.777;20.552;20.328;20.103;19.879;19.654;19.43;19.205
115;0;1.805;3.611;5.516;7.422;8.806;10.19;11.023;11.916;12.462;13.009;13.606;14.316;15.133;15.961;16.857;17.764;18.385;19.006;19.616;20.226;20.523;20.821;21.222;21.624;21.973;22.323;22.677;23.032;23.428;23.825;24.163;24.501;24.839;25.198;25.588;25.391;25.194;24.997;24.8;24.604;24.562;24.521;24.48;24.439;24.398;24.357;24.316;24.275;24.233;24.192;23.932;23.671;23.41;23.149;22.888;22.628;22.367;22.106;21.845;21.585;21.36;21.135;20.911;20.686;20.461;20.237;20.012;19.787;19.563;19.338
116;0;1.805;3.611;5.496;7.382;8.77;10.158;10.99;11.896;12.462;13.029;13.606;14.296;15.123;15.961;16.857;17.764;18.375;18.985;19.595;20.205;20.534;20.862;21.274;21.686;22.057;22.427;22.791;23.155;23.552;23.948;24.29;24.632;24.974;25.317;25.732;25.534;25.336;25.138;24.94;24.742;24.701;24.659;24.618;24.577;24.535;24.494;24.453;24.411;24.37;24.329;24.068;23.807;23.546;23.285;23.024;22.763;22.502;22.241;21.98;21.719;21.492;21.265;21.038;20.811;20.585;20.358;20.131;19.904;19.677;19.45
117;0;1.805;3.611;5.476;7.342;8.734;10.126;10.98;11.876;12.462;13.049;13.606;14.276;15.112;15.961;16.857;17.764;18.364;18.964;19.574;20.184;20.544;20.904;21.327;21.749;22.14;22.531;22.905;23.278;23.675;24.071;24.417;24.764;25.11;25.456;25.876;25.677;25.478;25.279;25.079;24.88;24.839;24.797;24.756;24.714;24.673;24.631;24.59;24.548;24.507;24.465;24.204;23.943;23.682;23.42;23.159;22.898;22.637;22.376;22.115;21.853;21.624;21.395;21.166;20.937;20.708;20.479;20.25;20.021;19.792;19.563
118;0;1.805;3.611;5.456;7.302;8.698;10.094;10.981;11.867;12.462;13.069;13.606;14.255;15.102;15.961;16.857;17.764;18.354;18.943;19.553;20.164;20.555;20.946;21.379;21.812;22.224;22.636;23.019;23.401;23.798;24.194;24.545;24.895;25.246;25.596;26.02;25.819;25.619;25.419;25.219;25.019;24.977;24.935;24.894;24.852;24.81;24.768;24.727;24.685;24.643;24.602;24.34;24.079;23.817;23.556;23.295;23.033;22.772;22.511;22.249;21.988;21.756;21.525;21.294;21.063;20.831;20.6;20.369;20.137;19.906;19.675
119;0;1.805;3.611;5.436;7.262;8.662;10.062;10.982;11.902;12.479;13.089;13.606;14.235;15.092;15.961;16.857;17.764;18.343;18.922;19.532;20.143;20.565;20.988;21.431;21.874;22.307;22.74;23.132;23.524;23.921;24.317;24.672;25.027;25.381;25.736;26.164;25.962;25.761;25.56;25.359;25.157;25.115;25.073;25.031;24.99;24.948;24.906;24.864;24.822;24.78;24.738;24.476;24.215;23.953;23.692;23.43;23.168;22.907;22.645;22.384;22.122;21.889;21.655;21.422;21.188;20.955;20.721;20.488;20.254;20.021;19.787
120;0;1.805;3.611;5.416;7.222;8.626;10.03;10.983;11.936;12.578;13.22;13.611;14.215;15.082;15.961;16.857;17.764;18.333;18.901;19.512;20.122;20.576;21.029;21.483;21.937;22.391;22.844;23.246;23.648;24.044;24.44;24.799;25.158;25.517;25.876;26.307;26.105;25.903;25.7;25.498;25.296;25.254;25.211;25.169;25.127;25.085;25.043;25.001;24.959;24.917;24.874;24.613;24.351;24.089;23.827;23.565;23.304;23.042;22.78;22.518;22.257;22.021;21.785;21.549;21.314;21.078;20.842;20.607;20.371;20.135;19.9
121;0;1.785;3.571;5.356;7.141;8.556;9.97;10.923;11.876;12.529;13.183;13.617;14.213;15.091;15.981;16.867;17.764;18.333;18.901;19.512;20.122;20.586;21.05;21.504;21.958;22.422;22.886;23.297;23.708;24.116;24.524;24.895;25.266;25.637;26.007;26.451;26.248;26.044;25.841;25.638;25.434;25.392;25.349;25.306;25.264;25.221;25.179;25.136;25.094;25.051;25.009;24.745;24.481;24.217;23.954;23.69;23.426;23.162;22.898;22.635;22.371;22.133;21.895;21.658;21.42;21.182;20.945;20.707;20.469;20.232;19.994
122;0;1.765;3.531;5.296;7.061;8.485;9.91;10.862;11.815;12.481;13.147;13.623;14.211;15.1;16.002;16.877;17.764;18.333;18.901;19.512;20.122;20.596;21.071;21.525;21.979;22.453;22.928;23.348;23.769;24.188;24.607;24.99;25.373;25.756;26.139;26.595;26.391;26.186;25.982;25.777;25.572;25.53;25.487;25.444;25.401;25.358;25.315;25.272;25.229;25.186;25.143;24.877;24.612;24.346;24.08;23.814;23.548;23.283;23.017;22.751;22.485;22.246;22.006;21.766;21.526;21.287;21.047;20.807;20.568;20.328;20.088
123;0;1.745;3.49;5.236;6.981;8.415;9.849;10.802;11.755;12.433;13.111;13.629;14.259;15.109;16.022;16.888;17.764;18.333;18.901;19.512;20.122;20.607;21.092;21.546;21.999;22.484;22.97;23.399;23.829;24.26;24.691;25.086;25.481;25.876;26.271;26.739;26.534;26.328;26.122;25.917;25.711;25.668;25.624;25.581;25.538;25.494;25.451;25.408;25.364;25.321;25.278;25.01;24.742;24.474;24.206;23.939;23.671;23.403;23.135;22.867;22.6;22.358;22.116;21.874;21.633;21.391;21.149;20.908;20.666;20.424;20.182
124;0;1.725;3.45;5.175;6.901;8.345;9.789;10.742;11.695;12.385;13.075;13.635;14.308;15.174;16.051;16.898;17.764;18.333;18.901;19.512;20.122;20.617;21.113;21.567;22.02;22.516;23.011;23.45;23.89;24.332;24.774;25.181;25.589;25.996;26.403;26.883;26.676;26.47;26.263;26.056;25.849;25.806;25.762;25.718;25.674;25.631;25.587;25.543;25.499;25.456;25.412;25.142;24.872;24.603;24.333;24.063;23.793;23.523;23.254;22.984;22.714;22.47;22.226;21.983;21.739;21.495;21.252;21.008;20.764;20.52;20.277
125;0;1.705;3.41;5.115;6.82;8.275;9.729;10.682;11.635;12.337;13.039;13.641;14.357;15.281;16.217;16.97;17.764;18.333;18.901;19.512;20.122;20.628;21.134;21.587;22.041;22.547;23.053;23.501;23.95;24.404;24.858;25.277;25.696;26.116;26.535;27.027;26.819;26.611;26.404;26.196;25.988;25.944;25.899;25.855;25.811;25.767;25.723;25.679;25.635;25.591;25.546;25.275;25.003;24.731;24.459;24.187;23.916;23.644;23.372;23.1;22.828;22.583;22.337;22.091;21.845;21.6;21.354;21.108;20.862;20.617;20.371
126;0;1.695;3.39;5.075;6.76;8.195;9.629;10.592;11.555;12.267;12.979;13.611;14.357;15.282;16.22;16.992;17.775;18.33;18.901;19.512;20.122;20.638;21.154;21.619;22.083;22.598;23.113;23.563;24.013;24.476;24.939;25.367;25.794;26.222;26.65;27.15;26.941;26.733;26.524;26.315;26.106;26.062;26.017;25.973;25.929;25.884;25.84;25.796;25.751;25.707;25.663;25.389;25.115;24.841;24.567;24.293;24.019;23.745;23.471;23.197;22.923;22.677;22.431;22.185;21.939;21.693;21.447;21.201;20.955;20.709;20.463
127;0;1.685;3.37;5.035;6.7;8.114;9.529;10.501;11.474;12.196;12.919;13.581;14.357;15.283;16.222;17.014;17.816;18.327;18.901;19.512;20.122;20.649;21.175;21.65;22.125;22.649;23.174;23.625;24.075;24.548;25.02;25.456;25.892;26.328;26.764;27.273;27.064;26.854;26.644;26.434;26.224;26.18;26.135;26.091;26.046;26.002;25.957;25.913;25.868;25.824;25.779;25.503;25.227;24.95;24.674;24.398;24.122;23.846;23.569;23.293;23.017;22.771;22.525;22.278;22.032;21.786;21.54;21.294;21.048;20.802;20.555
128;0;1.675;3.35;4.995;6.64;8.034;9.428;10.411;11.394;12.126;12.858;13.551;14.357;15.284;16.224;17.036;17.858;18.332;18.901;19.512;20.122;20.659;21.196;21.681;22.166;22.7;23.234;23.686;24.138;24.62;25.102;25.546;25.99;26.435;26.879;27.397;27.186;26.975;26.764;26.554;26.343;26.298;26.253;26.209;26.164;26.119;26.074;26.03;25.985;25.94;25.895;25.617;25.339;25.06;24.782;24.503;24.225;23.946;23.668;23.39;23.111;22.865;22.618;22.372;22.126;21.879;21.633;21.387;21.14;20.894;20.648
129;0;1.665;3.33;4.955;6.58;7.954;9.328;10.321;11.314;12.056;12.798;13.52;14.357;15.285;16.226;17.057;17.9;18.424;18.947;19.512;20.122;20.669;21.217;21.713;22.208;22.751;23.295;23.748;24.2;24.692;25.183;25.636;26.088;26.541;26.994;27.52;27.308;27.096;26.885;26.673;26.461;26.416;26.371;26.326;26.281;26.236;26.192;26.147;26.102;26.057;26.012;25.731;25.451;25.17;24.889;24.609;24.328;24.047;23.767;23.486;23.205;22.959;22.712;22.466;22.219;21.973;21.726;21.48;21.233;20.987;20.74
130;0;1.655;3.31;4.915;6.519;7.874;9.228;10.231;11.234;11.986;12.738;13.49;14.357;15.286;16.228;17.079;17.942;18.515;19.089;19.512;20.122;20.68;21.238;21.744;22.25;22.803;23.355;23.809;24.263;24.764;25.264;25.725;26.186;26.648;27.109;27.643;27.43;27.217;27.005;26.792;26.579;26.534;26.489;26.444;26.399;26.354;26.309;26.264;26.218;26.173;26.128;25.845;25.562;25.28;24.997;24.714;24.431;24.148;23.865;23.583;23.3;23.053;22.806;22.559;22.313;22.066;21.819;21.573;21.326;21.079;20.832
131;0;1.625;3.25;4.824;6.399;7.753;9.107;10.11;11.113;11.865;12.618;13.36;14.215;15.153;16.104;16.976;17.858;18.432;19.006;19.471;20.151;20.713;21.275;21.793;22.31;22.854;23.397;23.86;24.323;24.825;25.327;25.816;26.306;26.795;27.285;27.805;27.6;27.394;27.188;26.982;26.776;26.731;26.685;26.64;26.595;26.549;26.504;26.459;26.413;26.368;26.323;26.04;25.757;25.474;25.191;24.907;24.624;24.341;24.058;23.775;23.492;23.243;22.994;22.745;22.496;22.248;21.999;21.75;21.501;21.252;21.003
132;0;1.595;3.19;4.734;6.279;7.633;8.987;9.99;10.993;11.745;12.497;13.23;14.073;15.021;15.981;16.872;17.775;18.348;18.922;19.43;20.18;20.747;21.313;21.842;22.371;22.905;23.439;23.911;24.384;24.887;25.39;25.907;26.425;26.943;27.461;27.979;27.77;27.571;27.372;27.172;26.973;26.927;26.882;26.836;26.791;26.745;26.699;26.654;26.608;26.563;26.517;26.234;25.951;25.668;25.384;25.101;24.818;24.535;24.251;23.968;23.685;23.434;23.183;22.931;22.68;22.429;22.178;21.927;21.676;21.424;21.173
133;0;1.565;3.129;4.644;6.158;7.512;8.867;9.87;10.873;11.625;12.377;13.099;13.932;14.888;15.858;16.769;17.691;18.265;18.839;19.39;20.209;20.78;21.351;21.891;22.431;22.956;23.481;23.963;24.444;24.948;25.452;25.998;26.544;27.091;27.637;28.183;27.952;27.747;27.555;27.362;27.169;27.124;27.078;27.032;26.986;26.941;26.895;26.849;26.803;26.758;26.712;26.428;26.145;25.862;25.578;25.295;25.011;24.728;24.444;24.161;23.877;23.624;23.371;23.117;22.864;22.611;22.357;22.104;21.851;21.597;21.344
134;0;1.535;3.069;4.554;6.038;7.392;8.746;9.749;10.752;11.504;12.257;12.969;13.79;14.756;15.735;16.665;17.608;18.182;18.755;19.349;20.239;20.813;21.388;21.94;22.492;23.007;23.522;24.014;24.505;25.01;25.515;26.089;26.664;27.238;27.813;28.387;28.155;27.924;27.738;27.552;27.366;27.32;27.274;27.228;27.182;27.136;27.09;27.044;26.998;26.952;26.906;26.623;26.339;26.056;25.772;25.488;25.205;24.921;24.637;24.354;24.07;23.814;23.559;23.303;23.048;22.792;22.537;22.281;22.025;21.77;21.514
135;0;1.504;3.009;4.463;5.918;7.272;8.626;9.629;10.632;11.384;12.136;12.838;13.649;14.623;15.611;16.562;17.524;18.098;18.672;19.313;20.268;20.847;21.426;21.989;22.552;23.058;23.564;24.065;24.565;25.071;25.577;26.18;26.783;27.386;27.989;28.592;28.357;28.123;27.922;27.742;27.562;27.516;27.47;27.424;27.378;27.332;27.286;27.239;27.193;27.147;27.101;26.817;26.533;26.25;25.966;25.682;25.398;25.114;24.83;24.546;24.263;24.005;23.747;23.489;23.231;22.974;22.716;22.458;22.2;21.943;21.685
136;0;1.484;2.969;4.403;5.837;7.171;8.505;9.508;10.511;11.274;12.036;12.728;13.528;14.481;15.447;16.437;17.441;18.015;18.588;19.283;20.257;20.826;21.396;21.981;22.565;23.079;23.593;24.099;24.605;25.111;25.619;26.257;26.897;27.537;28.177;28.817;28.581;28.345;28.109;27.94;27.781;27.735;27.688;27.641;27.595;27.548;27.502;27.455;27.409;27.362;27.316;27.029;26.743;26.457;26.171;25.884;25.598;25.312;25.026;24.739;24.453;24.193;23.933;23.673;23.413;23.153;22.893;22.633;22.373;22.113;21.853
137;0;1.464;2.929;4.343;5.757;7.071;8.385;9.388;10.391;11.163;11.936;12.618;13.406;14.338;15.283;16.313;17.358;17.931;18.505;19.253;20.278;20.847;21.415;21.999;22.584;23.1;23.622;24.134;24.645;25.151;25.661;26.334;27.011;27.688;28.365;29.043;28.805;28.567;28.33;28.138;28;27.953;27.906;27.859;27.812;27.765;27.718;27.671;27.624;27.577;27.53;27.242;26.953;26.664;26.376;26.087;25.798;25.51;25.221;24.932;24.644;24.382;24.119;23.857;23.595;23.333;23.071;22.808;22.546;22.284;22.022
138;0;1.444;2.889;4.283;5.677;6.971;8.265;9.268;10.271;11.053;11.835;12.507;13.285;14.195;15.118;16.189;17.274;17.848;18.421;19.223;20.299;20.868;21.436;22.031;22.625;23.138;23.652;24.168;24.684;25.191;25.702;26.411;27.125;27.839;28.554;29.268;29.028;28.789;28.55;28.336;28.218;28.171;28.124;28.076;28.029;27.982;27.934;27.887;27.84;27.792;27.745;27.454;27.163;26.872;26.581;26.29;25.999;25.707;25.416;25.125;24.834;24.57;24.305;24.041;23.777;23.512;23.248;22.984;22.719;22.455;22.19
139;0;1.424;2.849;4.223;5.597;6.871;8.144;9.147;10.15;10.943;11.735;12.397;13.164;14.053;14.954;16.065;17.191;17.764;18.338;19.192;20.32;20.888;21.457;22.062;22.667;23.179;23.691;24.207;24.724;25.233;25.744;26.497;27.25;28.004;28.757;29.51;29.253;29.011;28.77;28.534;28.437;28.389;28.342;28.294;28.246;28.198;28.151;28.103;28.055;28.007;27.96;27.666;27.373;27.079;26.786;26.492;26.199;25.905;25.612;25.318;25.025;24.758;24.492;24.225;23.958;23.692;23.425;23.159;22.892;22.625;22.359
140;0;1.404;2.808;4.162;5.517;6.77;8.024;9.027;10.03;10.832;11.635;12.287;13.042;13.91;14.79;15.94;17.107;17.681;18.255;19.162;20.341;20.909;21.478;22.093;22.709;23.22;23.731;24.247;24.764;25.275;25.786;26.589;27.392;28.196;28.999;29.802;29.573;29.343;29.114;28.885;28.656;28.608;28.559;28.511;28.463;28.415;28.367;28.319;28.271;28.222;28.174;27.878;27.582;27.287;26.991;26.695;26.399;26.103;25.807;25.511;25.215;24.947;24.678;24.409;24.14;23.871;23.603;23.334;23.065;22.796;22.527
141;0;1.364;2.728;4.072;5.416;6.64;7.864;8.856;9.849;10.662;11.474;12.126;12.88;13.727;14.584;15.702;16.836;17.441;18.046;18.936;20.095;20.714;21.334;22;22.667;23.22;23.773;24.309;24.845;25.377;25.909;26.679;27.449;28.22;28.99;29.76;29.531;29.302;29.073;28.845;28.616;28.568;28.52;28.472;28.424;28.376;28.328;28.28;28.232;28.184;28.136;27.84;27.544;27.249;26.953;26.657;26.361;26.065;25.769;25.473;25.177;24.909;24.64;24.371;24.102;23.833;23.564;23.296;23.027;22.758;22.489
142;0;1.324;2.648;3.982;5.316;6.509;7.703;8.686;9.669;10.491;11.314;11.966;12.719;13.543;14.379;15.464;16.565;17.201;17.837;18.709;19.848;20.519;21.19;21.908;22.625;23.22;23.814;24.37;24.926;25.479;26.032;26.769;27.507;28.244;28.981;29.718;29.49;29.261;29.033;28.804;28.575;28.528;28.48;28.432;28.384;28.337;28.289;28.241;28.194;28.146;28.098;27.802;27.506;27.21;26.915;26.619;26.323;26.027;25.731;25.435;25.139;24.87;24.602;24.333;24.064;23.795;23.526;23.258;22.989;22.72;22.451
143;0;1.284;2.568;3.892;5.216;6.379;7.543;8.515;9.488;10.321;11.153;11.805;12.557;13.36;14.174;15.226;16.294;16.961;17.629;18.483;19.602;20.324;21.046;21.815;22.584;23.22;23.856;24.432;25.008;25.581;26.155;26.86;27.564;28.268;28.972;29.677;29.448;29.22;28.992;28.764;28.535;28.488;28.44;28.393;28.345;28.298;28.25;28.203;28.155;28.107;28.06;27.764;27.468;27.172;26.876;26.581;26.285;25.989;25.693;25.397;25.101;24.832;24.563;24.295;24.026;23.757;23.488;23.219;22.951;22.682;22.413
