TWA\TWS;0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35;36;37;38;39;40;41;42;43;44;45;46;47;48;49;50;51;52;53;54;55;56;57;58;59;60;61;62;63;64;65;66;67;68;69;70
96;0;2.251;4.503;6.754;9.006;11.257;13.509;14.448;15.388;16.312;17.235;18.003;18.921;19.772;20.634;21.477;22.331;22.878;23.425;23.972;24.519;23.625;23.205;22.787;22.368;21.95;21.531;21.113;20.695;20.276;19.858;19.439;19.021;18.603;18.184;17.766;17.214;16.669;16.13;15.618;15.301;14.886;14.47;14.055;13.639;13.224;12.808;12.393;11.978;11.562;11.147;10.697;10.248;9.799;9.35;8.9;8.451;8.002;7.553;7.104;6.654;6.205;5.756;5.307;4.858;4.408;3.959;3.51;3.061;2.611;2.162
97;0;2.247;4.494;6.741;8.988;11.235;13.482;14.426;15.371;16.309;17.248;18.015;18.932;19.799;20.678;21.523;22.378;22.925;23.471;24.017;24.564;23.69;23.257;22.842;22.427;22.013;21.598;21.184;20.769;20.355;19.94;19.525;19.111;18.696;18.282;17.867;17.318;16.776;16.24;15.718;15.419;14.997;14.576;14.154;13.733;13.311;12.89;12.468;12.046;11.625;11.203;10.753;10.302;9.851;9.401;8.95;8.499;8.048;7.598;7.147;6.696;6.246;5.795;5.344;4.893;4.443;3.992;3.541;3.091;2.64;2.189
98;0;2.243;4.485;6.728;8.97;11.213;13.455;14.404;15.353;16.307;17.261;18.027;18.943;19.826;20.721;21.568;22.425;22.971;23.517;24.063;24.609;23.755;23.308;22.897;22.487;22.076;21.665;21.254;20.844;20.433;20.022;19.611;19.201;18.79;18.379;17.969;17.423;16.883;16.35;15.823;15.536;15.109;14.681;14.253;13.826;13.398;12.971;12.543;12.115;11.688;11.26;10.808;10.356;9.904;9.451;8.999;8.547;8.095;7.643;7.19;6.738;6.286;5.834;5.382;4.929;4.477;4.025;3.573;3.12;2.668;2.216
99;0;2.238;4.476;6.714;8.952;11.19;13.428;14.382;15.336;16.305;17.275;18.039;18.954;19.854;20.765;21.613;22.472;23.018;23.563;24.108;24.654;23.82;23.359;22.953;22.546;22.139;21.732;21.325;20.918;20.511;20.104;19.697;19.291;18.884;18.477;18.07;17.527;16.991;16.46;15.936;15.654;15.22;14.786;14.353;13.919;13.485;13.052;12.618;12.184;11.751;11.317;10.863;10.41;9.956;9.502;9.049;8.595;8.141;7.687;7.234;6.78;6.326;5.873;5.419;4.965;4.511;4.058;3.604;3.15;2.697;2.243
100;0;2.234;4.467;6.701;8.934;11.168;13.402;14.36;15.318;16.303;17.288;18.051;18.965;19.881;20.808;21.659;22.519;23.064;23.609;24.154;24.698;23.884;23.411;23.008;22.605;22.202;21.799;21.396;20.993;20.59;20.186;19.783;19.38;18.977;18.574;18.171;17.631;17.098;16.571;16.049;15.771;15.331;14.892;14.452;14.012;13.573;13.133;12.693;12.253;11.814;11.374;10.919;10.464;10.008;9.553;9.098;8.643;8.188;7.732;7.277;6.822;6.367;5.911;5.456;5.001;4.546;4.091;3.635;3.18;2.725;2.27
101;0;2.229;4.458;6.687;8.917;11.146;13.375;14.338;15.301;16.301;17.301;18.063;18.976;19.908;20.852;21.704;22.566;23.111;23.655;24.199;24.743;23.949;23.462;23.063;22.664;22.265;21.866;21.466;21.067;20.668;20.269;19.869;19.47;19.071;18.672;18.272;17.736;17.205;16.681;16.162;15.889;15.443;14.997;14.551;14.106;13.66;13.214;12.768;12.322;11.877;11.431;10.974;10.517;10.061;9.604;9.147;8.691;8.234;7.777;7.32;6.864;6.407;5.95;5.494;5.037;4.58;4.124;3.667;3.21;2.753;2.297
102;0;2.225;4.449;6.674;8.899;11.123;13.348;14.316;15.284;16.299;17.314;18.075;18.988;19.935;20.896;21.749;22.614;23.157;23.701;24.245;24.788;24.014;23.514;23.119;22.723;22.328;21.932;21.537;21.142;20.746;20.351;19.955;19.56;19.165;18.769;18.374;17.84;17.312;16.791;16.276;16.006;15.554;15.102;14.651;14.199;13.747;13.295;12.843;12.391;11.94;11.488;11.03;10.571;10.113;9.655;9.197;8.738;8.28;7.822;7.364;6.906;6.447;5.989;5.531;5.073;4.615;4.156;3.698;3.24;2.782;2.324
103;0;2.22;4.44;6.661;8.881;11.101;13.321;14.294;15.266;16.297;17.327;18.088;18.999;19.963;20.939;21.795;22.661;23.204;23.747;24.29;24.833;24.079;23.565;23.174;22.782;22.391;21.999;21.608;21.216;20.824;20.433;20.041;19.65;19.258;18.867;18.475;17.944;17.42;16.901;16.389;16.124;15.666;15.208;14.75;14.292;13.834;13.376;12.918;12.46;12.003;11.545;11.085;10.625;10.166;9.706;9.246;8.786;8.327;7.867;7.407;6.948;6.488;6.028;5.568;5.109;4.649;4.189;3.73;3.27;2.81;2.35
104;0;2.216;4.431;6.647;8.863;11.079;13.294;14.271;15.249;16.294;17.34;18.1;19.01;19.99;20.983;21.84;22.708;23.25;23.793;24.336;24.878;24.144;23.617;23.229;22.841;22.454;22.066;21.678;21.29;20.903;20.515;20.127;19.74;19.352;18.964;18.576;18.049;17.527;17.011;16.502;16.241;15.777;15.313;14.849;14.385;13.921;13.457;12.993;12.529;12.065;11.602;11.14;10.679;10.218;9.757;9.295;8.834;8.373;7.912;7.451;6.989;6.528;6.067;5.606;5.145;4.683;4.222;3.761;3.3;2.839;2.377
105;0;2.211;4.422;6.634;8.845;11.056;13.267;14.249;15.231;16.292;17.353;18.112;19.021;20.017;21.027;21.885;22.755;23.297;23.839;24.381;24.923;24.208;23.668;23.284;22.901;22.517;22.133;21.749;21.365;20.981;20.597;20.213;19.829;19.446;19.062;18.678;18.153;17.634;17.122;16.615;16.358;15.888;15.418;14.948;14.478;14.008;13.538;13.068;12.598;12.128;11.658;11.196;10.733;10.27;9.808;9.345;8.882;8.419;7.957;7.494;7.031;6.569;6.106;5.643;5.18;4.718;4.255;3.792;3.33;2.867;2.404
106;0;2.207;4.414;6.62;8.827;11.034;13.241;14.227;15.214;16.29;17.367;18.124;19.032;20.045;21.07;21.931;22.802;23.343;23.885;24.426;24.968;24.273;23.72;23.34;22.96;22.58;22.2;21.82;21.439;21.059;20.679;20.299;19.919;19.539;19.159;18.779;18.257;17.742;17.232;16.728;16.476;16;15.524;15.048;14.572;14.096;13.619;13.143;12.667;12.191;11.715;11.251;10.787;10.323;9.858;9.394;8.93;8.466;8.002;7.537;7.073;6.609;6.145;5.681;5.216;4.752;4.288;3.824;3.359;2.895;2.431
107;0;2.202;4.405;6.607;8.809;11.011;13.214;14.205;15.197;16.288;17.38;18.136;19.043;20.072;21.114;21.976;22.849;23.39;23.931;24.472;25.013;24.338;23.771;23.395;23.019;22.643;22.266;21.89;21.514;21.138;20.761;20.385;20.009;19.633;19.257;18.88;18.362;17.849;17.342;16.841;16.593;16.111;15.629;15.147;14.665;14.183;13.701;13.218;12.736;12.254;11.772;11.306;10.841;10.375;9.909;9.444;8.978;8.512;8.046;7.581;7.115;6.649;6.184;5.718;5.252;4.786;4.321;3.855;3.389;2.924;2.458
108;0;2.198;4.396;6.593;8.791;10.989;13.187;14.183;15.179;16.286;17.393;18.148;19.055;20.099;21.158;22.022;22.896;23.437;23.977;24.517;25.058;24.403;23.823;23.45;23.078;22.706;22.333;21.961;21.588;21.216;20.844;20.471;20.099;19.726;19.354;18.982;18.466;17.956;17.452;16.954;16.711;16.223;15.734;15.246;14.758;14.27;13.782;13.294;12.805;12.317;11.829;11.362;10.895;10.427;9.96;9.493;9.026;8.559;8.091;7.624;7.157;6.69;6.222;5.755;5.288;4.821;4.354;3.886;3.419;2.952;2.485
109;0;2.193;4.387;6.58;8.773;10.967;13.16;14.161;15.162;16.284;17.406;18.16;19.066;20.126;21.201;22.067;22.943;23.483;24.023;24.563;25.103;24.468;23.874;23.506;23.137;22.769;22.4;22.031;21.663;21.294;20.926;20.557;20.189;19.82;19.452;19.083;18.57;18.064;17.562;17.067;16.828;16.334;15.84;15.346;14.851;14.357;13.863;13.369;12.874;12.38;11.886;11.417;10.948;10.48;10.011;9.542;9.074;8.605;8.136;7.667;7.199;6.73;6.261;5.793;5.324;4.855;4.387;3.918;3.449;2.98;2.512
110;0;2.189;4.378;6.567;8.756;10.944;13.133;14.139;15.144;16.282;17.419;18.172;19.077;20.154;21.245;22.112;22.99;23.53;24.069;24.608;25.148;24.533;23.926;23.561;23.196;22.832;22.467;22.102;21.737;21.373;21.008;20.643;20.278;19.914;19.549;19.184;18.675;18.171;17.673;17.18;16.946;16.445;15.945;15.445;14.944;14.444;13.944;13.444;12.943;12.443;11.943;11.473;11.002;10.532;10.062;9.592;9.121;8.651;8.181;7.711;7.241;6.77;6.3;5.83;5.36;4.89;4.419;3.949;3.479;3.009;2.539
111;0;2.18;4.359;6.539;8.718;10.898;13.077;14.103;15.129;16.244;17.359;18.112;19.015;20.111;21.222;22.116;23.021;23.573;24.126;24.678;25.231;24.639;24.047;23.663;23.305;22.947;22.589;22.231;21.873;21.515;21.157;20.799;20.441;20.083;19.725;19.367;18.862;18.364;17.87;17.383;17.156;16.647;16.137;15.628;15.118;14.609;14.1;13.59;13.081;12.571;12.062;11.588;11.114;10.641;10.167;9.693;9.219;8.746;8.272;7.798;7.324;6.851;6.377;5.903;5.429;4.956;4.482;4.008;3.535;3.061;2.587
112;0;2.17;4.341;6.511;8.681;10.851;13.022;14.067;15.113;16.206;17.299;18.051;18.954;20.069;21.2;22.12;23.052;23.617;24.183;24.748;25.314;24.745;24.176;23.765;23.414;23.063;22.711;22.36;22.008;21.657;21.306;20.954;20.603;20.252;19.9;19.549;19.05;18.556;18.068;17.585;17.367;16.848;16.33;15.811;15.293;14.774;14.255;13.737;13.218;12.699;12.181;11.704;11.226;10.749;10.272;9.794;9.317;8.84;8.363;7.885;7.408;6.931;6.454;5.976;5.499;5.022;4.545;4.067;3.59;3.113;2.635
113;0;2.161;4.322;6.483;8.644;10.805;12.966;14.031;15.097;16.168;17.239;17.991;18.892;20.027;21.177;22.124;23.082;23.661;24.24;24.819;25.397;24.851;24.305;23.867;23.523;23.178;22.833;22.489;22.144;21.799;21.455;21.11;20.765;20.421;20.076;19.731;19.237;18.749;18.266;17.788;17.578;17.05;16.522;15.994;15.467;14.939;14.411;13.883;13.355;12.828;12.3;11.819;11.338;10.857;10.377;9.896;9.415;8.934;8.454;7.973;7.492;7.011;6.53;6.05;5.569;5.088;4.607;4.126;3.646;3.165;2.684
114;0;2.152;4.303;6.455;8.607;10.758;12.91;13.996;15.081;16.13;17.179;17.93;18.831;19.985;21.154;22.127;23.113;23.705;24.297;24.889;25.481;24.957;24.434;23.97;23.632;23.294;22.956;22.618;22.28;21.942;21.604;21.266;20.928;20.59;20.252;19.914;19.425;18.942;18.463;17.99;17.788;17.251;16.714;16.177;15.641;15.104;14.567;14.03;13.493;12.956;12.419;11.935;11.45;10.966;10.482;9.997;9.513;9.029;8.544;8.06;7.576;7.091;6.607;6.123;5.638;5.154;4.67;4.185;3.701;3.217;2.732
115;0;2.142;4.285;6.427;8.569;10.712;12.854;13.96;15.066;16.092;17.119;17.87;18.769;19.942;21.131;22.131;23.144;23.749;24.354;24.959;25.564;25.063;24.563;24.072;23.74;23.409;23.078;22.746;22.415;22.084;21.752;21.421;21.09;20.758;20.427;20.096;19.612;19.134;18.661;18.193;17.999;17.453;16.907;16.361;15.815;15.268;14.722;14.176;13.63;13.084;12.538;12.05;11.562;11.074;10.587;10.099;9.611;9.123;8.635;8.147;7.659;7.172;6.684;6.196;5.708;5.22;4.732;4.244;3.757;3.269;2.781
116;0;2.133;4.266;6.399;8.532;10.665;12.798;13.924;15.05;16.055;17.059;17.809;18.708;19.9;21.109;22.135;23.174;23.793;24.411;25.029;25.647;25.17;24.692;24.215;23.849;23.525;23.2;22.875;22.551;22.226;21.901;21.577;21.252;20.927;20.603;20.278;19.8;19.327;18.859;18.396;18.209;17.654;17.099;16.544;15.989;15.433;14.878;14.323;13.768;13.212;12.657;12.166;11.674;11.183;10.691;10.2;9.709;9.217;8.726;8.235;7.743;7.252;6.76;6.269;5.778;5.286;4.795;4.303;3.812;3.321;2.829
117;0;2.124;4.247;6.371;8.495;10.619;12.742;13.888;15.034;16.017;16.999;17.749;18.646;19.858;21.086;22.139;23.205;23.836;24.468;25.099;25.73;25.276;24.821;24.367;23.958;23.64;23.322;23.004;22.686;22.368;22.05;21.732;21.414;21.096;20.778;20.46;19.988;19.52;19.056;18.598;18.42;17.856;17.291;16.727;16.163;15.598;15.034;14.469;13.905;13.341;12.776;12.281;11.786;11.291;10.796;10.302;9.807;9.312;8.817;8.322;7.827;7.332;6.837;6.342;5.847;5.352;4.857;4.362;3.868;3.373;2.878
118;0;2.114;4.229;6.343;8.458;10.572;12.686;13.852;15.018;15.979;16.939;17.688;18.584;19.815;21.063;22.142;23.236;23.88;24.525;25.169;25.813;25.382;24.951;24.519;24.088;23.756;23.444;23.133;22.822;22.51;22.199;21.888;21.577;21.265;20.954;20.643;20.175;19.712;19.254;18.801;18.631;18.057;17.484;16.91;16.337;15.763;15.189;14.616;14.042;13.469;12.895;12.397;11.898;11.4;10.901;10.403;9.904;9.406;8.908;8.409;7.911;7.412;6.914;6.415;5.917;5.418;4.92;4.422;3.923;3.425;2.926
119;0;2.118;4.236;6.354;8.472;10.59;12.708;13.847;15.003;15.941;16.879;17.628;18.523;19.773;21.041;22.146;23.266;23.924;24.582;25.239;25.897;25.488;25.08;24.671;24.263;23.871;23.566;23.262;22.957;22.653;22.348;22.043;21.739;21.434;21.13;20.825;20.363;19.905;19.452;19.003;18.841;18.259;17.676;17.093;16.511;15.928;15.345;14.762;14.18;13.597;13.014;12.512;12.01;11.508;11.006;10.504;10.002;9.5;8.998;8.496;7.994;7.492;6.99;6.488;5.986;5.485;4.983;4.481;3.979;3.477;2.975
120;0;2.124;4.248;6.372;8.495;10.619;12.743;13.944;15.144;16.05;16.956;17.572;18.461;19.731;21.018;22.15;23.297;23.968;24.638;25.309;25.98;25.594;25.209;24.823;24.438;24.052;23.689;23.391;23.093;22.795;22.497;22.199;21.901;21.603;21.305;21.007;20.55;20.098;19.649;19.206;19.052;18.46;17.868;17.276;16.685;16.093;15.501;14.909;14.317;13.725;13.133;12.628;12.122;11.617;11.111;10.606;10.1;9.595;9.089;8.584;8.078;7.573;7.067;6.562;6.056;5.551;5.045;4.54;4.034;3.529;3.023
121;0;2.108;4.215;6.323;8.431;10.539;12.646;13.855;15.064;15.967;16.87;17.528;18.403;19.688;20.991;22.125;23.274;23.952;24.63;25.308;25.985;25.618;25.25;24.882;24.514;24.146;23.778;23.447;23.161;22.875;22.589;22.303;22.017;21.731;21.445;21.159;20.713;20.27;19.833;19.399;19.258;18.66;18.061;17.463;16.864;16.266;15.667;15.069;14.47;13.872;13.273;12.765;12.256;11.748;11.239;10.73;10.222;9.713;9.205;8.696;8.188;7.679;7.171;6.662;6.153;5.645;5.136;4.628;4.119;3.611;3.102
122;0;2.092;4.183;6.275;8.366;10.458;12.549;13.767;14.984;15.885;16.785;17.484;18.344;19.645;20.964;22.1;23.251;23.936;24.621;25.306;25.991;25.641;25.29;24.94;24.59;24.24;23.889;23.539;23.229;22.955;22.681;22.407;22.133;21.859;21.585;21.311;20.875;20.443;20.016;19.593;19.465;18.86;18.255;17.649;17.044;16.439;15.834;15.229;14.624;14.018;13.413;12.902;12.39;11.878;11.367;10.855;10.344;9.832;9.32;8.809;8.297;7.785;7.274;6.762;6.251;5.739;5.227;4.716;4.204;3.693;3.181
123;0;2.075;4.151;6.226;8.302;10.377;12.452;13.678;14.904;15.802;16.7;17.439;18.324;19.602;20.937;22.075;23.228;23.92;24.612;25.304;25.997;25.664;25.331;24.999;24.666;24.333;24.001;23.668;23.335;23.035;22.773;22.511;22.249;21.987;21.725;21.463;21.037;20.616;20.199;19.786;19.671;19.059;18.448;17.836;17.224;16.612;16;15.389;14.777;14.165;13.553;13.039;12.524;12.009;11.495;10.98;10.465;9.951;9.436;8.921;8.407;7.892;7.377;6.863;6.348;5.833;5.319;4.804;4.289;3.775;3.26
124;0;2.059;4.119;6.178;8.237;10.296;12.356;13.59;14.824;15.719;16.615;17.395;18.321;19.56;20.91;22.05;23.205;23.904;24.603;25.303;26.002;25.687;25.372;25.057;24.742;24.427;24.112;23.797;23.482;23.167;22.865;22.615;22.365;22.115;21.865;21.614;21.2;20.789;20.382;19.979;19.878;19.259;18.641;18.022;17.404;16.786;16.167;15.549;14.93;14.312;13.693;13.176;12.658;12.14;11.622;11.105;10.587;10.069;9.552;9.034;8.516;7.998;7.481;6.963;6.445;5.927;5.41;4.892;4.374;3.857;3.339
125;0;2.043;4.086;6.129;8.172;10.216;12.259;13.501;14.744;15.637;16.529;17.351;18.318;19.517;20.883;22.025;23.182;23.888;24.595;25.301;26.008;25.71;25.413;25.115;24.818;24.521;24.223;23.926;23.629;23.331;23.034;22.737;22.481;22.243;22.004;21.766;21.362;20.962;20.566;20.173;20.084;19.459;18.834;18.209;17.584;16.959;16.334;15.709;15.084;14.458;13.833;13.313;12.792;12.271;11.75;11.229;10.709;10.188;9.667;9.146;8.626;8.105;7.584;7.063;6.542;6.022;5.501;4.98;4.459;3.939;3.418
126;0;2.027;4.054;6.081;8.108;10.135;12.162;13.413;14.664;15.554;16.444;17.307;18.314;19.525;20.857;22;23.159;23.872;24.586;25.3;26.013;25.733;25.454;25.174;24.894;24.614;24.335;24.055;23.775;23.496;23.216;22.936;22.656;22.377;22.144;21.918;21.525;21.135;20.749;20.366;20.29;19.659;19.027;18.395;17.764;17.132;16.5;15.869;15.237;14.605;13.973;13.45;12.926;12.402;11.878;11.354;10.83;10.307;9.783;9.259;8.735;8.211;7.687;7.164;6.64;6.116;5.592;5.068;4.544;4.02;3.497
127;0;2.011;4.022;6.032;8.043;10.054;12.065;13.324;14.584;15.471;16.359;17.262;18.311;19.564;20.834;21.975;23.136;23.856;24.577;25.298;26.019;25.757;25.494;25.232;24.97;24.708;24.446;24.184;23.922;23.66;23.398;23.136;22.873;22.611;22.349;22.087;21.687;21.308;20.932;20.56;20.497;19.859;19.22;18.582;17.944;17.305;16.667;16.028;15.39;14.752;14.113;13.587;13.06;12.533;12.006;11.479;10.952;10.425;9.898;9.371;8.845;8.318;7.791;7.264;6.737;6.21;5.683;5.156;4.629;4.102;3.576
128;0;1.995;3.989;5.984;7.979;9.973;11.968;13.236;14.504;15.389;16.274;17.218;18.308;19.604;20.918;21.95;23.113;23.841;24.568;25.296;26.024;25.78;25.535;25.291;25.046;24.802;24.557;24.313;24.068;23.824;23.58;23.335;23.091;22.846;22.602;22.357;21.943;21.532;21.125;20.753;20.703;20.058;19.413;18.768;18.123;17.478;16.833;16.188;15.543;14.898;14.253;13.723;13.194;12.664;12.134;11.604;11.074;10.544;10.014;9.484;8.954;8.424;7.894;7.364;6.834;6.304;5.774;5.244;4.714;4.184;3.655
129;0;1.979;3.957;5.936;7.914;9.893;11.871;13.148;14.424;15.306;16.188;17.174;18.305;19.643;21.001;22.064;23.141;23.825;24.56;25.295;26.03;25.803;25.576;25.349;25.122;24.896;24.669;24.442;24.215;23.988;23.761;23.535;23.308;23.081;22.854;22.627;22.228;21.832;21.44;21.052;20.91;20.258;19.606;18.955;18.303;17.652;17;16.348;15.697;15.045;14.393;13.86;13.327;12.794;12.261;11.728;11.195;10.662;10.129;9.596;9.063;8.53;7.997;7.464;6.931;6.398;5.865;5.332;4.799;4.266;3.733
130;0;1.962;3.925;5.887;7.849;9.812;11.774;13.059;14.344;15.224;16.103;17.13;18.302;19.683;21.084;22.199;23.329;23.809;24.551;25.293;26.035;25.826;25.617;25.408;25.198;24.989;24.78;24.571;24.362;24.152;23.943;23.734;23.525;23.316;23.106;22.897;22.514;22.133;21.756;21.382;21.116;20.458;19.8;19.141;18.483;17.825;17.167;16.508;15.85;15.192;14.533;13.997;13.461;12.925;12.389;11.853;11.317;10.781;10.245;9.709;9.173;8.637;8.101;7.565;7.029;6.493;5.957;5.421;4.885;4.348;3.812
131;0;1.943;3.885;5.828;7.771;9.714;11.656;12.933;14.209;15.133;16.057;17.057;18.202;19.588;20.993;22.102;23.226;23.668;24.436;25.204;25.972;25.776;25.58;25.384;25.188;24.992;24.797;24.601;24.405;24.209;24.013;23.817;23.622;23.426;23.23;23.034;22.663;22.294;21.929;21.566;21.312;20.653;19.995;19.336;18.677;18.019;17.36;16.701;16.043;15.384;14.725;14.186;13.647;13.108;12.569;12.03;11.491;10.951;10.412;9.873;9.334;8.795;8.256;7.717;7.178;6.639;6.099;5.56;5.021;4.482;3.943
132;0;1.923;3.846;5.769;7.692;9.615;11.538;12.806;14.074;15.042;16.01;16.985;18.102;19.493;20.903;22.006;23.123;23.527;24.321;25.114;25.908;25.725;25.543;25.361;25.178;24.996;24.813;24.631;24.448;24.266;24.083;23.901;23.718;23.536;23.353;23.171;22.812;22.455;22.101;21.75;21.508;20.849;20.19;19.531;18.871;18.212;17.553;16.894;16.235;15.576;14.917;14.375;13.833;13.291;12.748;12.206;11.664;11.122;10.58;10.037;9.495;8.953;8.411;7.869;7.327;6.784;6.242;5.7;5.158;4.616;4.074
133;0;1.903;3.807;5.71;7.614;9.517;11.42;12.68;13.939;14.952;15.964;16.912;18.002;19.397;20.812;21.909;23.02;23.386;24.206;25.025;25.844;25.675;25.506;25.337;25.168;24.999;24.83;24.661;24.491;24.322;24.153;23.984;23.815;23.646;23.477;23.308;22.961;22.616;22.274;21.935;21.704;21.044;20.385;19.725;19.066;18.406;17.747;17.087;16.428;15.768;15.109;14.564;14.018;13.473;12.928;12.383;11.837;11.292;10.747;10.202;9.656;9.111;8.566;8.021;7.476;6.93;6.385;5.84;5.295;4.749;4.204
134;0;1.884;3.767;5.651;7.535;9.419;11.302;12.554;13.805;14.861;15.918;16.839;17.903;19.302;20.721;21.812;22.917;23.297;24.091;24.936;25.781;25.625;25.469;25.313;25.158;25.002;24.846;24.69;24.535;24.379;24.223;24.067;23.912;23.756;23.6;23.444;23.11;22.777;22.447;22.119;21.899;21.239;20.58;19.92;19.26;18.6;17.94;17.28;16.62;15.96;15.301;14.752;14.204;13.656;13.107;12.559;12.011;11.463;10.914;10.366;9.818;9.269;8.721;8.173;7.625;7.076;6.528;5.98;5.431;4.883;4.335
135;0;1.864;3.728;5.592;7.456;9.32;11.184;12.427;13.67;14.771;15.871;16.767;17.803;19.207;20.631;21.715;22.814;23.214;23.976;24.846;25.717;25.575;25.432;25.29;25.148;25.005;24.863;24.72;24.578;24.436;24.293;24.151;24.008;23.866;23.724;23.581;23.259;22.938;22.62;22.304;22.095;21.435;20.775;20.114;19.454;18.794;18.133;17.473;16.813;16.153;15.492;14.941;14.39;13.838;13.287;12.736;12.184;11.633;11.082;10.53;9.979;9.427;8.876;8.325;7.773;7.222;6.671;6.119;5.568;5.017;4.465
136;0;1.848;3.696;5.544;7.392;9.24;11.088;12.312;13.537;14.616;15.695;16.588;17.621;19.004;20.406;21.558;22.724;23.114;23.757;24.625;25.549;25.391;25.24;25.113;24.986;24.859;24.733;24.606;24.479;24.352;24.225;24.098;23.972;23.845;23.718;23.591;23.284;22.978;22.675;22.374;22.179;21.526;20.872;20.219;19.565;18.912;18.258;17.605;16.951;16.298;15.644;15.091;14.537;13.984;13.43;12.877;12.323;11.77;11.216;10.663;10.109;9.556;9.003;8.449;7.896;7.342;6.789;6.235;5.682;5.128;4.575
137;0;1.832;3.664;5.495;7.327;9.159;10.991;12.198;13.405;14.461;15.518;16.409;17.438;18.8;20.182;21.4;22.635;23.015;23.537;24.404;25.413;25.275;25.136;24.997;24.859;24.72;24.603;24.491;24.38;24.269;24.157;24.046;23.935;23.824;23.712;23.601;23.309;23.019;22.73;22.443;22.264;21.617;20.97;20.323;19.676;19.03;18.383;17.736;17.089;16.442;15.796;15.24;14.685;14.129;13.573;13.018;12.462;11.907;11.351;10.796;10.24;9.684;9.129;8.573;8.018;7.462;6.907;6.351;5.796;5.24;4.684
138;0;1.816;3.631;5.447;7.263;9.078;10.894;12.083;13.272;14.306;15.341;16.23;17.255;18.597;19.958;21.243;22.545;22.915;23.383;24.183;25.277;25.158;25.04;24.921;24.802;24.683;24.564;24.445;24.326;24.208;24.09;23.994;23.898;23.802;23.707;23.611;23.334;23.059;22.785;22.513;22.348;21.708;21.068;20.428;19.788;19.148;18.508;17.867;17.227;16.587;15.947;15.39;14.832;14.274;13.717;13.159;12.601;12.044;11.486;10.928;10.371;9.813;9.255;8.698;8.14;7.582;7.025;6.467;5.909;5.352;4.794
139;0;1.799;3.599;5.398;7.198;8.997;10.797;11.968;13.14;14.152;15.164;16.051;17.073;18.394;19.734;21.085;22.455;22.816;23.272;24.015;25.141;25.042;24.943;24.844;24.745;24.646;24.547;24.447;24.348;24.249;24.15;24.051;23.952;23.853;23.753;23.654;23.374;23.099;22.841;22.583;22.432;21.799;21.165;20.532;19.899;19.266;18.632;17.999;17.366;16.732;16.099;15.539;14.979;14.42;13.86;13.3;12.74;12.181;11.621;11.061;10.501;9.941;9.382;8.822;8.262;7.702;7.143;6.583;6.023;5.463;4.903
140;0;1.783;3.567;5.35;7.133;8.917;10.7;11.853;13.007;13.997;14.987;15.871;16.89;18.191;19.509;20.928;22.366;22.716;23.16;23.891;25.006;24.926;24.847;24.767;24.688;24.609;24.529;24.45;24.37;24.291;24.211;24.132;24.052;23.973;23.894;23.814;23.552;23.291;23.032;22.773;22.516;21.89;21.263;20.637;20.01;19.383;18.757;18.13;17.504;16.877;16.251;15.689;15.127;14.565;14.003;13.441;12.879;12.317;11.756;11.194;10.632;10.07;9.508;8.946;8.384;7.822;7.261;6.699;6.137;5.575;5.013
141;0;1.758;3.515;5.273;7.03;8.788;10.546;11.69;12.835;13.783;14.73;15.661;16.724;18;19.294;20.759;22.245;22.598;23.043;23.774;24.889;24.813;24.736;24.66;24.584;24.507;24.431;24.355;24.278;24.202;24.126;24.049;23.973;23.897;23.82;23.744;23.486;23.228;22.972;22.718;22.464;21.845;21.226;20.607;19.988;19.369;18.751;18.132;17.513;16.894;16.275;15.714;15.154;14.593;14.032;13.472;12.911;12.351;11.79;11.229;10.669;10.108;9.547;8.987;8.426;7.865;7.305;6.744;6.183;5.623;5.062
142;0;1.732;3.464;5.196;6.927;8.659;10.391;11.527;12.663;13.568;14.474;15.45;16.557;17.809;19.078;20.591;22.125;22.481;22.926;23.657;24.772;24.699;24.626;24.552;24.479;24.406;24.333;24.26;24.186;24.113;24.04;23.967;23.893;23.82;23.747;23.674;23.419;23.165;22.913;22.662;22.411;21.8;21.189;20.578;19.967;19.355;18.744;18.133;17.522;16.911;16.299;15.74;15.181;14.621;14.062;13.502;12.943;12.384;11.824;11.265;10.705;10.146;9.587;9.027;8.468;7.908;7.349;6.79;6.23;5.671;5.111
143;0;1.706;3.412;5.118;6.824;8.531;10.237;11.363;12.49;13.354;14.218;15.239;16.391;17.618;18.862;20.422;22.005;22.363;22.809;23.54;24.655;24.585;24.515;24.445;24.375;24.305;24.235;24.165;24.094;24.024;23.954;23.884;23.814;23.744;23.674;23.604;23.353;23.103;22.854;22.606;22.359;21.755;21.152;20.548;19.945;19.341;18.738;18.134;17.531;16.927;16.324;15.766;15.207;14.649;14.091;13.533;12.975;12.417;11.858;11.3;10.742;10.184;9.626;9.068;8.509;7.951;7.393;6.835;6.277;5.719;5.16
